external_id	source_type	trait	source_url	population	category	sample_size	notes
neurodevelopmental_grotzinger_2025	figshare_file	Cross-disorder neurodevelopmental factor	https://doi.org/10.6084/m9.figshare.30359017	European	CDG	84760	pgc_publication=cdg2025; journal=Nature; PMID=Pending; data_doi=10.6084/m9.figshare.30359017; genome_build=GRCh37; cdg2025_factor_file=F3_Neurodevelopmental_2025.tsv.gz; file_name=F3_Neurodevelopmental_2025.tsv.gz; download_url=https://ndownloader.figshare.com/files/58731910; sample_size_source=Grotzinger2025_Nature_implied_factor_sample_size
internalizing_grotzinger_2025	figshare_file	Cross-disorder internalizing factor	https://doi.org/10.6084/m9.figshare.30359017	European	CDG	1637337	pgc_publication=cdg2025; journal=Nature; PMID=Pending; data_doi=10.6084/m9.figshare.30359017; genome_build=GRCh37; cdg2025_factor_file=F4_Internalizing_2025.tsv.gz; file_name=F4_Internalizing_2025.tsv.gz; download_url=https://ndownloader.figshare.com/files/58731904; sample_size_source=Grotzinger2025_Nature_implied_factor_sample_size
substance_use_grotzinger_2025	figshare_file	Cross-disorder substance use factor	https://doi.org/10.6084/m9.figshare.30359017	European	CDG	313395	pgc_publication=cdg2025; journal=Nature; PMID=Pending; data_doi=10.6084/m9.figshare.30359017; genome_build=GRCh37; cdg2025_factor_file=F5_SubstanceUse_2025.tsv.gz; file_name=F5_SubstanceUse_2025.tsv.gz; download_url=https://ndownloader.figshare.com/files/58731901; sample_size_source=Grotzinger2025_Nature_implied_factor_sample_size
PGC.an2019	figshare_file	Anorexia nervosa	https://doi.org/10.6084/m9.figshare.14671980	European	ED	NA	pgc_publication=an2019; journal=Nature Genetics; PMID=31308545; data_doi=10.6084/m9.figshare.14671980; genome_build=GRCh37; file_name=pgcAN2.2019-07.vcf.tsv.gz; download_url=https://ndownloader.figshare.com/files/28169271
PGC.mdd2025	figshare_file	Major depression	https://doi.org/10.6084/m9.figshare.27061255	European	MDD	NA	pgc_publication=mdd2025; journal=Cell; PMID=39814019; data_doi=10.6084/m9.figshare.27061255; genome_build=GRCh37; file_name=daner_pgc_mdd_no23andMe-noUKBB_eur_hg19_v3.49.24.11.neff.gz; download_url=https://ndownloader.figshare.com/files/52371881
PGC.ts2019	figshare_file	Tourette syndrome	https://doi.org/10.6084/m9.figshare.14672232	European	OCD-TS	14307	pgc_publication=ts2019; journal=Am J Psych; PMID=30818990; data_doi=10.6084/m9.figshare.14672232; genome_build=GRCh37; file_name=TS_Oct2018.gz; download_url=https://ndownloader.figshare.com/files/28169940; sample_size_source=OCD_2025_supplementary_table_18
PGC.ocs2024	figshare_file	Obsessive-compulsive symptoms	https://doi.org/10.6084/m9.figshare.26352157	European	OCD-TS	NA	pgc_publication=ocs2024; journal=Mol Psych; PMID=38548983; data_doi=10.6084/m9.figshare.26352157; genome_build=GRCh37; file_name=ocs2024obsessive-compulsive_symptoms_daner_STR_NTR_SfS_TwinsUK_strometal.gz; download_url=https://ndownloader.figshare.com/files/47855461
PGC.ocd2025	figshare_file	OCD	https://doi.org/10.6084/m9.figshare.28707155	European	OCD-TS	NA	pgc_publication=ocd2025; journal=Nature Genetics; PMID=40360802; data_doi=10.6084/m9.figshare.28707155; genome_build=GRCh37; file_name=daner_OCDmeta_wo23andMe_LOOUKBB_080425.gz; download_url=https://ndownloader.figshare.com/files/58046749
PGC.hoarding2022	figshare_file	Hoarding symptoms	https://doi.org/10.6084/m9.figshare.22177274	European	OCD-TS	NA	pgc_publication=hoarding2022; journal=Transl Psychiatry; PMID=36379924; data_doi=10.6084/m9.figshare.22177274; genome_build=GRCh37; file_name=hoarding2022.vcf.tsv.gz; download_url=https://ndownloader.figshare.com/files/39399566
PGC.ciac	figshare_file	Clozapine induced Agranulocytosis	https://doi.org/10.6084/m9.figshare.26359624	European	OTHER	1357	pgc_publication=ciac; journal=Nature Communications; PMID=25187353; data_doi=10.6084/m9.figshare.26359624; genome_build=GRCh37; file_name=daner_cia_combo_eur-qc.ch.fl.gz; download_url=https://ndownloader.figshare.com/files/47879248; sample_size_source=file_header_case_control_counts
PGC.bpd2025	figshare_file	Borderline personality disorder	https://doi.org/10.6084/m9.figshare.30777305	European	OTHER	NA	pgc_publication=bpd2025; journal=Nature Genetics; PMID=Pending; data_doi=10.6084/m9.figshare.30777305; genome_build=GRCh37; file_name=daner_bpd15_2025_noUKBB_24b.gz; download_url=https://ndownloader.figshare.com/files/60077552
PGC.ptsd2024	figshare_file	PTSD	https://doi.org/10.6084/m9.figshare.26349322	European	PTSD	NA	pgc_publication=ptsd2024; journal=Nature Genetics; PMID=38637617; data_doi=10.6084/m9.figshare.26349322; genome_build=GRCh37; file_name=eur_ptsd_pcs_v4_aug3_2021.vcf.gz; download_url=https://ndownloader.figshare.com/files/47850151
PGC.scz2022	figshare_file	Schizophrenia	https://doi.org/10.6084/m9.figshare.19426775	European	SCZ	NA	pgc_publication=scz2022; journal=Nature; PMID=35396580; data_doi=10.6084/m9.figshare.19426775; genome_build=GRCh37; file_name=PGC3_SCZ_wave3.european.autosome.public.v3.vcf.tsv.gz; download_url=https://ndownloader.figshare.com/files/34517828
PGC.sud2020_op_exposed_controls	figshare_file	Opioid dependence vs opioid-exposed controls	https://doi.org/10.6084/m9.figshare.14672211	European	SUD	NA	pgc_publication=sud2020-op; journal=Mol Psych; PMID=32099098; data_doi=10.6084/m9.figshare.14672211; genome_build=GRCh37; file_name=OD_cases_vs._opioid-exposed_controls_in_European-ancestry_cohorts.gz; download_url=https://ndownloader.figshare.com/files/28169865
PGC.sud2020-cud	figshare_file	Cannabis use disorder	https://doi.org/10.6084/m9.figshare.14842692	European	SUD	NA	pgc_publication=sud2020-cud; journal=Lancet Psychiatry; PMID=33096046; data_doi=10.6084/m9.figshare.14842692; genome_build=GRCh37; file_name=CUD_EUR_casecontrol_public_11.14.2020.gz; download_url=https://ndownloader.figshare.com/files/28570830
PGC.sud2019-alcuse	figshare_file	Alcohol use, AUDIT total score	https://doi.org/10.6084/m9.figshare.14672193	European	SUD	NA	pgc_publication=sud2019-alcuse; journal=Am J Psych; PMID=30336701; data_doi=10.6084/m9.figshare.14672193; genome_build=GRCh37; file_name=AUDIT_UKB_2018_AJP.txt.gz; download_url=https://ndownloader.figshare.com/files/28169838; selected_statistic=beta_T/se_T/p_T; phenotype_description=AUDIT total score from alcohol-use GWAS file containing total consumption and problem-use statistic sets
PGC.sud2018-alc	figshare_file	Alcohol dependence	https://doi.org/10.6084/m9.figshare.14672187	European	SUD	NA	pgc_publication=sud2018-alc; journal=Nature Neurosci; PMID=30482948; data_doi=10.6084/m9.figshare.14672187; genome_build=GRCh37; file_name=pgc_alcdep.aug2018_release.tar.gz; download_url=https://ndownloader.figshare.com/files/28169778
PGC.SUD2023	figshare_file	Substance Use Disorder	https://doi.org/10.6084/m9.figshare.24268882	European	SUD	1025550	pgc_publication=SUD2023; journal=Nature Mental Health; PMID=37250466; data_doi=10.6084/m9.figshare.24268882; genome_build=GRCh37; file_name=Hatoum2023AddictionEuropean.txt.gz; download_url=https://ndownloader.figshare.com/files/42600418; phenotype_description=European general substance use disorder addiction risk factor from Hatoum et al 2023 multivariate GWAS; selected_sample_size=European_descent_N_1025550
standing_height_yengo_2022	direct_url	Standing height	https://giant-consortium.web.broadinstitute.org/images/8/8e/GIANT_HEIGHT_YENGO_2022_GWAS_SUMMARY_STATS_EUR_excluding_UKB.gz	European	Other	1175334	genome_build=GRCh37; GIANT Yengo 2022 EUR excluding UK Biobank.
standing_height_yengo_2022_eur	direct_url	Standing height Yengo 2022 EUR	https://giant-consortium.web.broadinstitute.org/images/f/f7/GIANT_HEIGHT_YENGO_2022_GWAS_SUMMARY_STATS_EUR.gz	European	Other	NA	genome_build=GRCh37; GIANT Yengo 2022 EUR GWAS including UK Biobank.
all_of_us_height_eur	direct_url	Height All of Us EUR	https://dataverse.harvard.edu/api/access/datafile/7172697	European	Other	NA	genome_build=GRCh37; file_name=EUR_height.txt; Harvard Dataverse doi:10.7910/DVN/FAWEQK; All of Us EUR height.
all_of_us_bmi_eur	direct_url	BMI All of Us EUR	https://dataverse.harvard.edu/api/access/datafile/7172698	European	Cardio/metabolic	NA	genome_build=GRCh37; file_name=EUR_bmi.txt; Harvard Dataverse doi:10.7910/DVN/FAWEQK; All of Us EUR BMI.
giant_ukbb_bmi_2018_hapmap2_combined	direct_url	BMI GIANT UK Biobank 2018 HapMap2 combined	https://giant-consortium.web.broadinstitute.org/images/1/14/Bmi.giant-ukbb.meta-analysis.combined.23May2018.HapMap2_only.txt.gz	European	Cardio/metabolic	NA	genome_build=GRCh37; GIANT plus UK Biobank 2018 combined BMI HapMap2-only.
giant_ukbb_whradjbmi_2018_hapmap2_combined	direct_url	WHRadjBMI GIANT UK Biobank 2018 HapMap2 combined	https://giant-consortium.web.broadinstitute.org/images/6/6e/Whradjbmi.giant-ukbb.meta-analysis.combined.23May2018.HapMap2_only.txt.gz	European	Cardio/metabolic	NA	genome_build=GRCh37; GIANT plus UK Biobank 2018 combined WHRadjBMI HapMap2-only.
giant_locke_ukbb_bmi_2018_updated	direct_url	BMI Locke plus UK Biobank 2018 updated	https://giant-consortium.web.broadinstitute.org/images/c/c8/Meta-analysis_Locke_et_al%2BUKBiobank_2018_UPDATED.txt.gz	European	Cardio/metabolic	NA	genome_build=GRCh37; GIANT Locke et al plus UK Biobank 2018 updated BMI.
PGC.alz2021_PGCALZ2_no23andMe	nextcloud_file	Alzheimer disease PGCALZ2 excluding 23andMe	https://vu.data.surf.nl/index.php/s/jVlyt1m9Bb2mAki	European	ALZ	74046	share_token=jVlyt1m9Bb2mAki; file=PGCALZ2sumstatsExcluding23andMe.txt.gz; genome_build=GRCh37; pgc_publication=alz2021; PMID=34493870; source=CNCR summary statistics.
CNCR.meta_analysis_BV_Jansenetal_2020	nextcloud_file	Brain volume Jansen Nagel 2020 meta-analysis	https://vu.data.surfsara.nl/index.php/s/pYTElPlN3GtmfIg	European	Neuroimaging	NA	share_token=pYTElPlN3GtmfIg; file=meta_analysis_BV_Jansenetal_2020.sumstats.txt.gz; genome_build=GRCh37; publication=Jansen PR, Nagel M et al. 2020 Nature Communications; source=CNCR summary statistics.
CNCR.UKB_bv_height_cor	nextcloud_file	Brain volume UKB height-corrected	https://vu.data.surfsara.nl/index.php/s/pYTElPlN3GtmfIg	European	Neuroimaging	NA	share_token=pYTElPlN3GtmfIg; file=UKB_bv_height_cor.sumstats.txt.gz; genome_build=GRCh37; publication=Jansen PR, Nagel M et al. 2020 Nature Communications; source=CNCR summary statistics.
broadabc2022_combined	nextcloud_file	Broad antisocial behavior	https://vu.data.surf.nl/index.php/s/h6nnBvo86I7MbLv	European	Behavioral/Psychiatric	85359	share_token=h6nnBvo86I7MbLv; file=broadABC2022_Final_CombinedSex.TBL.gz; genome_build=GRCh37; publication=Tielbeek et al. 2022 Molecular Psychiatry; effective_n=56575.
broadabc2022_females	nextcloud_file	Broad antisocial behavior female meta-analysis	https://vu.data.surf.nl/index.php/s/h6nnBvo86I7MbLv	European	Behavioral/Psychiatric	NA	share_token=h6nnBvo86I7MbLv; file=broadABC2022_Final_Females.txt.gz; genome_build=GRCh37; publication=Tielbeek et al. 2022 Molecular Psychiatry; sex=female; limited_datasets_n=50252.
broadabc2022_males	nextcloud_file	Broad antisocial behavior male meta-analysis	https://vu.data.surf.nl/index.php/s/h6nnBvo86I7MbLv	European	Behavioral/Psychiatric	NA	share_token=h6nnBvo86I7MbLv; file=broadABC2022_Final_Males.txt.gz; genome_build=GRCh37; publication=Tielbeek et al. 2022 Molecular Psychiatry; sex=male; limited_datasets_n=50252.
EGG.EGG-GWAS-BL	direct_url	Birth length adjusted for sex and gestational age	https://egg-consortium.org/Birth_Length/EGG-GWAS-BL.txt.gz	European	EGG	28459	genome_build=NCBI36/HapMap; egg_page=https://egg-consortium.org/birth-length.html; phenotype_description=Birth length transformed to sex- and gestational-age-adjusted residuals in a 22-study genome-wide meta-analysis.; source_file=EGG-GWAS-BL.txt.gz; citation=van_der_Valk_2014_HMG
EGG.EGG_BW2_DISCOVERY	direct_url	Own birth weight, fetal GWAS	https://egg-consortium.org/BW2/EGG_BW2_DISCOVERY.txt.gz	European	EGG	26836	genome_build=HapMap_r27; egg_page=https://egg-consortium.org/birth-weight.html; phenotype_description=Own birth weight genome-wide meta-analysis of up to 18 population-based European studies.; source_file=EGG_BW2_DISCOVERY.txt.gz; citation=Horikoshi_2013_Nat_Genet
EGG.BW3_EUR_summary_stats	direct_url	Own birth weight, European-only meta-analysis	https://egg-consortium.org/BW3/BW3_EUR_summary_stats.txt.gz	European	EGG	143677	genome_build=GRCh37; egg_page=https://egg-consortium.org/birth-weight-2016.html; phenotype_description=Birth weight z-score transformed within sex; European-only EGG plus UK Biobank meta-analysis.; source_file=BW3_EUR_summary_stats.txt.gz; citation=Horikoshi_2016_Nature
EGG.BW3_Transethnic_summary_stats	direct_url	Own birth weight, trans-ancestry meta-analysis	https://egg-consortium.org/BW3/BW3_Transethnic_summary_stats.txt.gz	Trans-ancestry	EGG	153781	genome_build=GRCh37; egg_page=https://egg-consortium.org/birth-weight-2016.html; phenotype_description=Birth weight z-score transformed within sex; trans-ancestry EGG plus UK Biobank meta-analysis.; ancestry=trans-ancestry; source_file=BW3_Transethnic_summary_stats.txt.gz; citation=Horikoshi_2016_Nature
EGG.MBW_Summary_Stats	direct_url	Maternal genetic association with offspring birth weight	https://egg-consortium.org/MBW/MBW_Summary_Stats.txt.gz	European	EGG	86577	genome_build=GRCh37; egg_page=https://egg-consortium.org/offspring-birth-weight.html; phenotype_description=Maternal genotype association with offspring birth weight z-score, adjusted for offspring sex and gestational week where available.; source_file=MBW_Summary_Stats.txt.gz; citation=Beaumont_2018_HMG
EGG.Fetal_BW_European_meta.NG2019	direct_url	Own birth weight, European fetal or own genetic effect	https://egg-consortium.org/BW5/Fetal_BW_European_meta.NG2019.txt.gz	European	EGG	298142	genome_build=GRCh37; egg_page=https://egg-consortium.org/birth-weight-2019.html; phenotype_description=Own birth weight: the individual own genetic effect on their own birth weight in a European-only meta-analysis.; source_file=Fetal_BW_European_meta.NG2019.txt.gz; citation=Warrington_2019_Nat_Genet
EGG.Fetal_BW_transethnic_meta.NG2019	direct_url	Own birth weight, trans-ancestry fetal or own genetic effect	https://egg-consortium.org/BW5/Fetal_BW_transethnic_meta.NG2019.txt.gz	Trans-ancestry	EGG	321223	genome_build=GRCh37; egg_page=https://egg-consortium.org/birth-weight-2019.html; phenotype_description=Own birth weight: the individual own genetic effect on their own birth weight in a trans-ancestry meta-analysis.; ancestry=trans-ancestry; source_file=Fetal_BW_transethnic_meta.NG2019.txt.gz; citation=Warrington_2019_Nat_Genet
EGG.Maternal_BW_European_meta.NG2019	direct_url	Offspring birth weight, European maternal genetic effect	https://egg-consortium.org/BW5/Maternal_BW_European_meta.NG2019.txt.gz	European	EGG	210267	genome_build=GRCh37; egg_page=https://egg-consortium.org/birth-weight-2019.html; phenotype_description=Offspring birth weight: maternal genetic effect on offspring birth weight in a European-only meta-analysis.; source_file=Maternal_BW_European_meta.NG2019.txt.gz; citation=Warrington_2019_Nat_Genet
EGG.Maternal_BW_transethnic_meta.NG2019	direct_url	Offspring birth weight, trans-ancestry maternal genetic effect	https://egg-consortium.org/BW5/Maternal_BW_transethnic_meta.NG2019.txt.gz	Trans-ancestry	EGG	230069	genome_build=GRCh37; egg_page=https://egg-consortium.org/birth-weight-2019.html; phenotype_description=Offspring birth weight: maternal genetic effect on offspring birth weight in a trans-ancestry meta-analysis.; ancestry=trans-ancestry; source_file=Maternal_BW_transethnic_meta.NG2019.txt.gz; citation=Warrington_2019_Nat_Genet
EGG.Fetal_Effect_European_meta_NG2019	direct_url	Direct fetal genetic effect on birth weight adjusted for maternal genotype	https://egg-consortium.org/BW5/Fetal_Effect_European_meta_NG2019.txt.gz	European	EGG	297356	genome_build=GRCh37; egg_page=https://egg-consortium.org/birth-weight-2019.html; phenotype_description=Fetal effect: individual own genetic effect on own birth weight after adjusting for correlated maternal genotype.; source_file=Fetal_Effect_European_meta_NG2019.txt.gz; citation=Warrington_2019_Nat_Genet; offspring_birth_weight_n=210248; overlap_n=101541
EGG.Maternal_Effect_European_meta_NG2019	direct_url	Maternal genetic effect on offspring birth weight adjusted for fetal genotype	https://egg-consortium.org/BW5/Maternal_Effect_European_meta_NG2019.txt.gz	European	EGG	297356	genome_build=GRCh37; egg_page=https://egg-consortium.org/birth-weight-2019.html; phenotype_description=Maternal effect: mother genetic effect on offspring birth weight after adjusting for correlated offspring genotype.; source_file=Maternal_Effect_European_meta_NG2019.txt.gz; citation=Warrington_2019_Nat_Genet; offspring_birth_weight_n=210248; overlap_n=101541
EGG.twin_birth_weight_2021	direct_url	Twin birth weight, fetal GWAS meta-analysis	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90000001-GCST90001000/GCST90000030/GCST90000030_buildGRCh37.tsv	European	EGG	42212	genome_build=GRCh37; egg_page=https://egg-consortium.org/Twin-birth-weight-2021.html; phenotype_description=Twin birth weight meta-analysis from population-based twin registers and UK Biobank; SNPs retained when present in more than 70 percent of participants.; source_file=GCST90000030_buildGRCh37.tsv; citation=Beck_2021_HMG
EGG.EGG_Obesity_Meta_Analysis_1	direct_url	Childhood obesity case-control, BMI at or above 95th percentile vs below 50th percentile	https://egg-consortium.org/Childhood_Obesity_2013/EGG_Obesity_Meta_Analysis_1.txt.gz	European	EGG	13848	genome_build=HapMap_CEU; egg_page=https://egg-consortium.org/childhood-obesity.html; phenotype_description=Childhood obesity case-control meta-analysis with cases BMI at or above the 95th percentile and controls BMI below the 50th percentile.; source_file=EGG_Obesity_Meta_Analysis_1.txt.gz; citation=Bradfield_2012_Nat_Genet; cases=5530; controls=8318
EGG.CHILDHOOD_OBESITY_TRANS_ANCESTRAL_RESULTS	direct_url	Childhood obesity trans-ancestry case-control	https://egg-consortium.org/Childhood_Obesity_2019/CHILDHOOD_OBESITY.TRANS_ANCESTRAL.RESULTS.txt.gz	Trans-ancestry	EGG	NA	genome_build=GRCh37; egg_page=https://egg-consortium.org/childhood-obesity-2019.html; phenotype_description=Childhood obesity case-control meta-analysis; cases had BMI at or above the 95th percentile at any point in childhood and controls had BMI at or below the 50th percentile consistently throughout childhood.; ancestry=trans-ancestry; source_file=CHILDHOOD_OBESITY.TRANS_ANCESTRAL.RESULTS.txt.gz; citation=Vogelezang_2019_HMG
EGG.EGG_BMI_HapMap_DISCOVERY	direct_url	Childhood BMI standard deviation score at oldest age between 2 and 10 years	https://egg-consortium.org/Childhood_BMI/EGG_BMI_HapMap_DISCOVERY.txt.gz	European	EGG	35668	genome_build=HapMap; egg_page=https://egg-consortium.org/childhood-bmi.html; phenotype_description=BMI at the latest available time point between 2 and 10 years transformed to sex- and age-adjusted standard deviation scores.; source_file=EGG_BMI_HapMap_DISCOVERY.txt.gz; citation=Felix_2016_HMG
EGG.childhood_bmi_2020	direct_url	Childhood BMI standard deviation score, 2020 European meta-analysis	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002409/GCST90002409_buildGRCh37.tsv.gz	European	EGG	39620	genome_build=GRCh37; egg_page=https://egg-consortium.org/Childhood-body-mass-index-2020.html; phenotype_description=Sex- and age-adjusted childhood BMI standard deviation score from the discovery stage of a fixed-effects GWAS meta-analysis.; source_file=GCST90002409_buildGRCh37.tsv.gz; citation=Vogelezang_2020_PLoS_Genet
EGG.EGG_HC_DISCOVERY.v2	direct_url	Infant head circumference standard deviation score	https://egg-consortium.org/HC/EGG_HC_DISCOVERY.v2.txt.gz	European	EGG	10678	genome_build=HapMap_r27; egg_page=https://egg-consortium.org/head-circumference.html; phenotype_description=Infant head circumference transformed to sex- and age-adjusted standard deviation scores in seven European population-based studies.; source_file=EGG_HC_DISCOVERY.v2.txt.gz; citation=Taal_2012_Nat_Genet
EGG.HC_INFANT.filteredDf0	direct_url	Head circumference standard deviation score between 6 and 30 months	https://egg-consortium.org/HC2/HC_INFANT.filteredDf0.txt.gz	European	EGG	22279	genome_build=GRCh37; egg_page=https://egg-consortium.org/Head-circumference-2022.html; phenotype_description=Head circumference between 6 and 30 months of age, closest to 18 months where multiple measures were available, transformed to sex- and age-adjusted standard deviation scores.; source_file=HC_INFANT.filteredDf0.txt.gz; citation=Vogelezang_2022_BMC_Med_Genomics
EGG.HC_BIRTH.filteredDf0	direct_url	Head circumference standard deviation score at birth	https://egg-consortium.org/HC2/HC_BIRTH.filteredDf0.txt.gz	European	EGG	32084	genome_build=GRCh37; egg_page=https://egg-consortium.org/Head-circumference-2022.html; phenotype_description=Head circumference at birth transformed to sex- and age-adjusted standard deviation scores.; source_file=HC_BIRTH.filteredDf0.txt.gz; citation=Vogelezang_2022_BMC_Med_Genomics
EGG.Pubertal_growth_10F	direct_url	Pubertal growth take-off height in girls at age 10	https://egg-consortium.org/Pubertal_Growth/Pubertal_growth_10F.txt.gz	European	EGG	NA	genome_build=HapMap_CEU_r22; egg_page=https://egg-consortium.org/pubertal-growth.html; phenotype_description=Single height measurement at age 10 in girls targeting the take-off phase of the pubertal growth spurt.; source_file=Pubertal_growth_10F.txt.gz; citation=Cousminer_2013_HMG
EGG.Pubertal_growth_12M	direct_url	Pubertal growth take-off height in boys at age 12	https://egg-consortium.org/Pubertal_Growth/Pubertal_growth_12M.txt.gz	European	EGG	NA	genome_build=HapMap_CEU_r22; egg_page=https://egg-consortium.org/pubertal-growth.html; phenotype_description=Single height measurement at age 12 in boys targeting the take-off phase of the pubertal growth spurt.; source_file=Pubertal_growth_12M.txt.gz; citation=Cousminer_2013_HMG
EGG.Pubertal_growth_10F_12M_combined	direct_url	Pubertal growth take-off height, girls age 10 and boys age 12 combined	https://egg-consortium.org/Pubertal_Growth/Pubertal_growth_10F_12M_combined.txt.gz	European	EGG	NA	genome_build=HapMap_CEU_r22; egg_page=https://egg-consortium.org/pubertal-growth.html; phenotype_description=Sex-combined take-off-phase phenotype using height at age 10 in girls and age 12 in boys.; source_file=Pubertal_growth_10F_12M_combined.txt.gz; citation=Cousminer_2013_HMG
EGG.Pubertal_growth_PGF	direct_url	Total pubertal growth in girls	https://egg-consortium.org/Pubertal_Growth/Pubertal_growth_PGF.txt.gz	European	EGG	NA	genome_build=HapMap_CEU_r22; egg_page=https://egg-consortium.org/pubertal-growth.html; phenotype_description=Total amount of growth across the pubertal growth period in girls.; source_file=Pubertal_growth_PGF.txt.gz; citation=Cousminer_2013_HMG
EGG.Pubertal_growth_PGM	direct_url	Total pubertal growth in boys	https://egg-consortium.org/Pubertal_Growth/Pubertal_growth_PGM.txt.gz	European	EGG	NA	genome_build=HapMap_CEU_r22; egg_page=https://egg-consortium.org/pubertal-growth.html; phenotype_description=Total amount of growth across the pubertal growth period in boys.; source_file=Pubertal_growth_PGM.txt.gz; citation=Cousminer_2013_HMG
EGG.Pubertal_growth_PGF_PGM_combined	direct_url	Total pubertal growth, sexes combined	https://egg-consortium.org/Pubertal_Growth/Pubertal_growth_PGF_PGM_combined.txt.gz	European	EGG	NA	genome_build=HapMap_CEU_r22; egg_page=https://egg-consortium.org/pubertal-growth.html; phenotype_description=Sex-combined total amount of growth across the pubertal growth period.; source_file=Pubertal_growth_PGF_PGM_combined.txt.gz; citation=Cousminer_2013_HMG
EGG.Pubertal_growth_PTF	direct_url	Late-adolescent pubertal growth in girls	https://egg-consortium.org/Pubertal_Growth/Pubertal_growth_PTF.txt.gz	European	EGG	NA	genome_build=HapMap_CEU_r22; egg_page=https://egg-consortium.org/pubertal-growth.html; phenotype_description=Total growth in late adolescence in girls, targeting timing of peak height growth velocity.; source_file=Pubertal_growth_PTF.txt.gz; citation=Cousminer_2013_HMG
EGG.Pubertal_growth_PTM	direct_url	Late-adolescent pubertal growth in boys	https://egg-consortium.org/Pubertal_Growth/Pubertal_growth_PTM.txt.gz	European	EGG	NA	genome_build=HapMap_CEU_r22; egg_page=https://egg-consortium.org/pubertal-growth.html; phenotype_description=Total growth in late adolescence in boys, targeting timing of peak height growth velocity.; source_file=Pubertal_growth_PTM.txt.gz; citation=Cousminer_2013_HMG
EGG.Pubertal_growth_PTF_PTM_combined	direct_url	Late-adolescent pubertal growth, sexes combined	https://egg-consortium.org/Pubertal_Growth/Pubertal_growth_PTF_PTM_combined.txt.gz	European	EGG	NA	genome_build=HapMap_CEU_r22; egg_page=https://egg-consortium.org/pubertal-growth.html; phenotype_description=Sex-combined total growth in late adolescence, targeting timing of peak height growth velocity.; source_file=Pubertal_growth_PTF_PTM_combined.txt.gz; citation=Cousminer_2013_HMG
EGG.EGG_infancy_slope	direct_url	Longitudinal BMI slope in infancy, 2 weeks to 6 months	https://egg-consortium.org/Longitudinal_BMI/EGG_infancy_slope.txt.gz	European	EGG	19308	genome_build=GRCh37; egg_page=https://egg-consortium.org/longitudinal_growth.html; phenotype_description=Slope of repeated-measures BMI trajectory in infancy from two weeks to six months.; source_file=EGG_infancy_slope.txt.gz; citation=Couto_Alves_2024; model=longitudinal_repeated_measures_BMI
EGG.EGG_early_childhood_slope	direct_url	Longitudinal BMI slope in early childhood, 1.5 to 3.5 years	https://egg-consortium.org/Longitudinal_BMI/EGG_early_childhood_slope.txt.gz	European	EGG	19308	genome_build=GRCh37; egg_page=https://egg-consortium.org/longitudinal_growth.html; phenotype_description=Slope of repeated-measures BMI trajectory in early childhood from 1.5 to 3.5 years.; source_file=EGG_early_childhood_slope.txt.gz; citation=Couto_Alves_2024; model=longitudinal_repeated_measures_BMI
EGG.EGG_late_childhood_slope	direct_url	Longitudinal BMI slope in late childhood, 6.5 to 10 years	https://egg-consortium.org/Longitudinal_BMI/EGG_late_childhood_slope.txt.gz	European	EGG	19308	genome_build=GRCh37; egg_page=https://egg-consortium.org/longitudinal_growth.html; phenotype_description=Slope of repeated-measures BMI trajectory in late childhood from 6.5 to 10 years.; source_file=EGG_late_childhood_slope.txt.gz; citation=Couto_Alves_2024; model=longitudinal_repeated_measures_BMI
EGG.EGG_adolescence_slope	direct_url	Longitudinal BMI slope in adolescence, 12 to 17 years	https://egg-consortium.org/Longitudinal_BMI/EGG_adolescence_slope.txt.gz	European	EGG	19308	genome_build=GRCh37; egg_page=https://egg-consortium.org/longitudinal_growth.html; phenotype_description=Slope of repeated-measures BMI trajectory in adolescence from 12 to 17 years.; source_file=EGG_adolescence_slope.txt.gz; citation=Couto_Alves_2024; model=longitudinal_repeated_measures_BMI
EGG.EGG_infancy_AUC	direct_url	Longitudinal BMI area under the curve in infancy, 2 weeks to 6 months	https://egg-consortium.org/Longitudinal_BMI/EGG_infancy_AUC.txt.gz	European	EGG	19308	genome_build=GRCh37; egg_page=https://egg-consortium.org/longitudinal_growth.html; phenotype_description=Area under the repeated-measures BMI trajectory curve in infancy from two weeks to six months.; source_file=EGG_infancy_AUC.txt.gz; citation=Couto_Alves_2024; model=longitudinal_repeated_measures_BMI
EGG.EGG_early_childhood_AUC	direct_url	Longitudinal BMI area under the curve in early childhood, 1.5 to 3.5 years	https://egg-consortium.org/Longitudinal_BMI/EGG_early_childhood_AUC.txt.gz	European	EGG	19308	genome_build=GRCh37; egg_page=https://egg-consortium.org/longitudinal_growth.html; phenotype_description=Area under the repeated-measures BMI trajectory curve in early childhood from 1.5 to 3.5 years.; source_file=EGG_early_childhood_AUC.txt.gz; citation=Couto_Alves_2024; model=longitudinal_repeated_measures_BMI
